timestamp,heart_rate,spo2,temperature,motion
2025-01-01 09:00:00,82.48357076505616,97.71609607890795,36.64047475053155,0.02740194083869404
2025-01-01 09:00:01,79.30867849414408,98.2562718141997,36.517210713263424,0.16117612152827365
2025-01-01 09:00:02,83.23844269050346,98.14504394981772,36.58281749553233,0.006838922840355891
2025-01-01 09:00:03,87.61514928204012,98.02195026656169,36.55409767495057,0.08297097827173683
2025-01-01 09:00:04,78.82923312638331,98.46526665966229,36.64353581270482,0.03664952961081359
2025-01-01 09:00:05,78.8293152152541,97.66957940162371,36.65503036740091,0.030822199644129585
2025-01-01 09:00:06,87.89606407753696,97.71240677517824,36.68910786773974,0.07046888613116686
2025-01-01 09:00:07,83.83717364576455,97.99404958845288,36.63481988284644,0.22814256050788118
2025-01-01 09:00:08,77.65262807032524,97.67992674745315,36.617165376996894,0.09625753250827582
2025-01-01 09:00:09,82.71280021792982,98.2540061455273,36.78540238004386,0.155405348001373
2025-01-01 09:00:10,77.68291153593769,97.64340384781693,36.447564092980286,0.09180016428051202
2025-01-01 09:00:11,77.67135123214871,98.11315210387257,36.76956098601293,0.11963875779397114
2025-01-01 09:00:12,81.20981135783018,97.94991361560662,36.571017809113165,0.056635180946233904
2025-01-01 09:00:13,70.43359877671101,98.10746298238836,36.65708915863683,0.26034420437053785
2025-01-01 09:00:14,71.37541083743484,97.77012930246848,36.56743403194064,0.06970327605363934
2025-01-01 09:00:15,77.18856235379513,97.83045585273659,36.529745837044835,0.08024592025384289
2025-01-01 09:00:16,74.93584439832789,98.04800463399853,36.64845771927943,0.07443678528579112
2025-01-01 09:00:17,81.57123666297637,98.10103725308066,36.704212830861444,0.03800737448203254
2025-01-01 09:00:18,75.45987962239394,97.99789904230443,36.64730079549674,0.026297441685154556
2025-01-01 09:00:19,72.93848149332354,98.85268117825655,36.545788421331714,0.0076702835718815785
2025-01-01 09:00:20,87.32824384460777,97.50463154062936,36.961135006281566,0.12664689041911648
2025-01-01 09:00:21,78.87111849756732,97.96789810252365,36.719857367086625,0.03414700734659605
2025-01-01 09:00:22,80.33764102343962,97.2131854889415,36.693334230420724,0.04929823709929367
2025-01-01 09:00:23,72.87625906893271,98.18604073933369,36.56470357692578,0.25248310813161196
2025-01-01 09:00:24,77.27808637737408,97.44237673181159,36.537483421171096,0.08357420354926687
2025-01-01 09:00:25,80.55461294854933,97.8608448720617,36.57201609241571,0.010211917880814799
2025-01-01 09:00:26,74.24503211288848,97.81396783733433,36.70814065443925,0.16074993567671558
2025-01-01 09:00:27,81.87849009172837,98.14044556330059,36.500939566292416,0.029588979599480893
2025-01-01 09:00:28,76.99680655040598,97.72360454122742,36.49317961685457,0.08045388306590093
2025-01-01 09:00:29,78.54153125103362,97.702347151153,36.6539547533361,0.07133120821920895
2025-01-01 09:00:30,76.99146693885301,98.71792823204295,36.63191964446421,0.02719121963020245
2025-01-01 09:00:31,89.26139092254469,98.14228339523726,36.52296864621091,0.012303923946853
2025-01-01 09:00:32,79.93251387631032,97.71947457398886,36.49087964215848,0.023732058028406944
2025-01-01 09:00:33,74.71144535522049,97.87458316409439,36.743789699336844,0.010240688144859962
2025-01-01 09:00:34,84.11272456051594,98.82267747613537,36.63570044252996,0.03224502325614838
2025-01-01 09:00:35,73.89578175014489,97.88241756087446,36.463646413627195,0.5913581981618669
2025-01-01 09:00:36,81.04431797502377,97.65536168842381,36.47063744639177,0.05143188266366943
2025-01-01 09:00:37,70.20164938060113,97.65750192493681,36.563848802754954,0.1994280077848327
2025-01-01 09:00:38,73.35906975550785,97.72543675950521,36.67328418069977,0.07966820129677948
2025-01-01 09:00:39,80.98430617934562,97.70275113878664,36.65950088021083,0.10983615581048434
2025-01-01 09:00:40,83.69233289997705,97.36017607582538,36.71316785370012,0.017001515583390758
2025-01-01 09:00:41,80.85684140594985,97.43789995152652,36.45096501925392,0.03213158908980648
2025-01-01 09:00:42,79.4217585880588,97.58533981281931,36.622384668977965,0.07142552425443385
2025-01-01 09:00:43,78.49448152205356,98.29578550922655,36.74259103323214,0.21298378425019282
2025-01-01 09:00:44,72.60739004816287,97.80938135636356,36.73328017304761,0.004383489947698252
2025-01-01 09:00:45,76.40077895802645,97.89641915545297,36.63589099814127,0.07070837642953352
2025-01-01 09:00:46,77.69680614520107,98.63504401262745,36.83480185086539,0.0052359349273169
2025-01-01 09:00:47,85.28561113109458,98.6475035749692,36.660928511641586,0.06103194496496936
2025-01-01 09:00:48,81.71809144784231,97.85893752843113,36.70427466328414,0.09911979138219061
2025-01-01 09:00:49,71.18479922318633,97.6845682446583,36.604444791877555,0.136540679876809
2025-01-01 09:00:50,81.62041984697397,97.56778484316322,36.521902470715574,0.014911737432599152
2025-01-01 09:00:51,78.07458859791842,98.34638788485412,36.51247907992213,0.018221190295977376
2025-01-01 09:00:52,76.6153899984702,97.89764638323885,36.61816152147944,0.06350007736970381
2025-01-01 09:00:53,83.05838144420434,97.80675255483861,36.57884979931498,0.6233005283143395
2025-01-01 09:00:54,85.15499761247976,97.59316771243122,36.42314143300865,0.04401292816975585
2025-01-01 09:00:55,84.65640059558099,97.6151667954943,36.497420641507425,0.05577904527588552
2025-01-01 09:00:56,75.80391238388681,98.16002909574662,36.568159642594594,0.056642068876906815
2025-01-01 09:00:57,78.45393812074393,97.34228086705637,36.67272793759372,0.008414366157208475
2025-01-01 09:00:58,81.65631715701782,98.49743434689397,36.598392611383794,0.14879822747773547
2025-01-01 09:00:59,84.8777256356118,97.73307767809254,36.59279357894995,0.029182601262549332
2025-01-01 09:01:00,77.60412881077355,97.9251820278741,36.50130873729967,0.12162716489524619
2025-01-01 09:01:01,79.07170511668092,97.33151102092972,36.60231660800621,0.0644528228828604
2025-01-01 09:01:02,74.46832512996986,97.99381703087882,36.7319101027446,0.09461824257328799
2025-01-01 09:01:03,74.01896687959665,97.83583952865472,36.61555751127586,0.005548272781629795
2025-01-01 09:01:04,84.06262911197099,97.97495970057177,36.449268641851816,0.2206963001989679
2025-01-01 09:01:05,86.78120014285412,98.73585444918095,36.47484772056955,0.027952446230805512
2025-01-01 09:01:06,79.63994939209833,98.08884902289512,36.65887888772232,0.11089517193383303
2025-01-01 09:01:07,85.01766448946012,97.60267040792709,36.57756845247774,0.15995822002460566
2025-01-01 09:01:08,81.80818012523817,97.64434004472672,36.59254197698965,0.07766129610482721
2025-01-01 09:01:09,76.77440122697438,98.29756559295689,36.538726582498526,0.04114842197883282
2025-01-01 09:01:10,81.80697802754207,98.6493466454967,36.650341221219996,0.3812330373568395
2025-01-01 09:01:11,87.69018283232984,98.14095901037552,36.569908228675466,0.032633934676857074
2025-01-01 09:01:12,79.82086980445024,98.34435637227739,36.58133867782714,0.2969330627038711
2025-01-01 09:01:13,87.82321827907003,98.30486886166835,36.51487766083369,0.016986838089164326
2025-01-01 09:01:14,66.90127447955128,98.70953220667876,36.69216912981428,0.049302193995872434
2025-01-01 09:01:15,84.10951252187611,97.02520491363698,36.57788672083836,0.014907509725515045
2025-01-01 09:01:16,80.43523534119086,98.33360946965226,36.66078803331198,0.00022429866886525637
2025-01-01 09:01:17,78.50496324767066,98.49186802195179,36.480640843596596,0.030145453274510917
